Company,Date,Open,High,Low,Close,Volume,50_MA,Daily_Return
AAPL,2021-01-04,130.85814151850497,130.9463436840457,124.23290718730225,126.830078125,143301900,0.0,0.0
AAPL,2021-01-05,126.32041720101246,129.113604893823,125.86958129220542,128.3981475830078,97664900,0.0,0.012363545628840233
AAPL,2021-01-06,125.17377760267526,128.4373925778791,123.8604879300749,124.07610321044922,155088000,0.0,-0.033661267346278834
AAPL,2021-01-07,125.80103571099815,129.00584968964344,125.31100363280862,128.30999755859375,109578200,0.0,0.034123366535482536
AAPL,2021-01-08,129.7898640898504,129.98588884710045,127.63372635140396,129.41744995117188,105158200,0.0,0.008631068612345638
AAPL,2021-01-11,126.6144732837363,127.57493183716768,125.93822671641567,126.40865325927734,100384500,0.0,-0.023248771267164736
AAPL,2021-01-12,125.93820137265125,127.1044797158401,124.33089729961958,126.23222351074219,91951100,0.0,-0.0013957094232566192
AAPL,2021-01-13,126.19300745021573,128.82938142203548,125.92840099582541,128.28054809570312,88636800,0.0,0.016226637921707976
AAPL,2021-01-14,128.1923468218143,128.3883565890482,126.19300831410335,126.34002685546875,90221800,0.0,-0.015127166737599618
AAPL,2021-01-15,126.21261253555917,127.6239067730979,124.46810020154227,124.60530853271484,111598500,0.0,-0.013730552113451755
AAPL,2021-01-19,125.23257187494427,126.14403913604127,124.40932173591999,125.28157806396484,90757300,0.0,0.0054272931002168345
AAPL,2021-01-20,126.09501680460157,129.84866309328675,125.98720918439332,129.3978271484375,104319500,0.0,0.03285598048877558
AAPL,2021-01-21,131.1325537450388,136.88552409355174,130.9267337445538,134.14134216308594,120150900,0.0,0.03665838228648899
AAPL,2021-01-22,133.5631287698433,137.06196463882594,132.32825343910335,136.29751586914062,114459400,0.0,0.016073893933708172
AAPL,2021-01-25,140.21775831324345,142.1974767504739,133.81792687897592,140.07073974609375,157611700,0.0,0.027683731819263757
AAPL,2021-01-26,140.7371691901198,141.42321086665228,138.55161612508408,140.30593872070312,98390600,0.0,0.0016791442312342753
AAPL,2021-01-27,140.57055750870995,141.42322326785728,137.6107753083326,139.22787475585938,140843800,0.0,-0.007683665956505048
AAPL,2021-01-28,136.73851177104422,139.15927066331062,133.97472455137003,134.35694885253906,142621100,0.0,-0.03498527799739559
AAPL,2021-01-29,133.1220814011153,134.01394313968254,127.6141270657053,129.32923889160156,177523800,0.0,-0.03742054284408891
AAPL,2021-02-01,131.08353498845807,132.68104378911235,128.31974785760247,131.46575927734375,106239800,0.0,0.016520010510020278
AAPL,2021-02-02,133.02409650783196,133.59253548210125,131.92642949798307,132.29885864257812,83305400,0.0,0.006337006455626515
AAPL,2021-02-03,133.05345317336918,133.06326338208862,130.946322031621,131.26974487304688,89880900,0.0,-0.007778704820965432
AAPL,2021-02-04,133.5827044618541,134.6607657137387,131.9067887144453,134.65097045898438,84183100,0.0,0.02575784381395385
AAPL,2021-02-05,134.81292352803882,134.8816227238527,133.35044090932752,134.2338104248047,75693800,0.0,-0.003098084126372913
AAPL,2021-02-08,133.51732310956015,134.43015241933574,132.4278258554686,134.38107299804688,71297200,0.0,0.0010970602173636657
AAPL,2021-02-09,134.09641362468696,135.33314907148204,133.34064749268526,133.4976806640625,76774200,0.0,-0.006573785387152031
AAPL,2021-02-10,133.9589766198754,134.4595656322436,131.91739598257962,132.8891143798828,73046600,0.0,-0.004558628143593757
AAPL,2021-02-11,133.3897077587347,133.87066208153706,131.2990623853873,132.63394165039062,64280000,0.0,-0.0019201928666838786
AAPL,2021-02-12,131.8683434161875,133.02653971190347,131.2205310930238,132.86949157714844,60145100,0.0,0.0017759400333490216
AAPL,2021-02-16,132.98731615132618,133.49770024279255,130.3371769349172,130.72979736328125,80576300,0.0,-0.016103728466702272
AAPL,2021-02-17,128.82558692810153,129.77767055917244,127.07846778544076,128.42315673828125,97918500,0.0,-0.017644337186495718
AAPL,2021-02-18,126.81348252193922,127.5987083378673,125.05655305083151,127.31407165527344,96856700,0.0,-0.008636176770425164
AAPL,2021-02-19,127.83426027587197,128.29557980783787,126.42085702703473,127.47108459472656,87668800,0.0,0.0012332724687202923
AAPL,2021-02-22,125.64545132384158,127.32387156093618,123.2799716565258,123.6725845336914,103916400,0.0,-0.029798915362741818
AAPL,2021-02-23,121.47396325826719,124.369469194897,116.20315277769646,123.53517150878906,158273000,0.0,-0.0011111033655556435
AAPL,2021-02-24,122.63216129344057,123.24070411180445,119.97222021501788,123.03458404541016,111039900,0.0,-0.004052185764305105
AAPL,2021-02-25,122.37696938740578,124.12408885797407,118.3134421390035,118.755126953125,148199500,0.0,-0.03478255423455312
AAPL,2021-02-26,120.32557645814823,122.54383298773529,118.96125242819289,119.02014923095703,164560400,0.0,0.002231670199271729
AAPL,2021-03-01,121.46415126404422,125.56694067294622,120.52188480739993,125.42952728271484,116307900,0.0,0.053851201608901444
AAPL,2021-03-02,126.03807510223162,126.34234653325157,122.7008767886638,122.80884552001953,102260900,0.0,-0.020893658929195924
AAPL,2021-03-03,122.50457769695791,123.38795490239895,119.58943666323682,119.80537414550781,112966300,0.0,-0.024456474301943643
AAPL,2021-03-04,119.50108953700885,121.31691568320412,116.42890816508859,117.9110107421875,178155000,0.0,-0.015812006905629672
AAPL,2021-03-05,118.74530242035381,119.68756873251981,115.39828717092428,119.17716979980469,153766600,0.0,0.010738259723560795
AAPL,2021-03-08,118.69623216415458,118.76493885403558,114.0634168222721,114.21064758300781,154376600,0.0,-0.04167343649072808
AAPL,2021-03-09,116.83131785798034,119.80534754901397,116.59575315164707,118.85326385498047,129525800,0.0,0.04064959239985422
AAPL,2021-03-10,119.44219906095826,119.91332852177601,117.24356994891622,117.76378631591797,111943300,0.0,-0.009166576530803883
AAPL,2021-03-11,120.27649501414214,120.93411726666837,119.02013981872855,119.70720672607422,103026500,0.0,0.01650269977684604
AAPL,2021-03-12,118.17602758602484,118.93180120212902,116.95893439750074,118.79438781738281,88105100,0.0,-0.007625429860544708
AAPL,2021-03-15,119.16736192133101,121.70951678223773,118.19564345209908,121.69969940185547,92403800,0.0,0.024456640063997392
AAPL,2021-03-16,123.37811479281655,124.87004212906363,122.41622117066659,123.25051879882812,115227900,127.3773030090332,0.012743001047618163
AAPL,2021-03-17,121.75859823344865,123.53516220054817,120.08017811794585,122.45548248291016,111932600,127.2898110961914,-0.006450571759585411
AAPL,2021-03-18,120.61020967641802,120.90467119810454,118.0974993149721,118.30361938476562,121229700,127.08792053222656,-0.03390508137293047
AAPL,2021-03-19,117.6852561267535,119.18699337382358,117.46931868157291,117.77359008789062,185549500,126.96187026977539,-0.004480245825372098
AAPL,2021-03-22,118.10731198582207,121.58192335620419,118.03860529863093,121.11078643798828,111912300,126.81788604736329,0.02833569349127596
AAPL,2021-03-23,121.05191293813442,121.94509998825013,119.88389161489947,120.27650451660156,95467100,126.63506713867187,-0.00688858479020682
AAPL,2021-03-24,120.55132588481857,120.6298499593245,117.85212260353717,117.87174987792969,88530500,126.46432907104492,-0.01999355275859338
AAPL,2021-03-25,117.3319103148798,119.41275329818407,116.80188406002492,118.36251068115234,98844700,126.30693481445313,0.004163515038428711
AAPL,2021-03-26,118.12695422154187,119.23608622614937,116.72336815816013,118.9710693359375,94071200,126.12074523925781,0.005141481464722375
AAPL,2021-03-29,119.4029427301749,120.31576452865491,118.49993831340082,119.14774322509766,80819200,125.97689956665039,0.0014850155600543147
AAPL,2021-03-30,117.89138466667477,118.17602882047036,116.66447408400474,117.68526458740234,85671900,125.83849868774413,-0.01227449717559781
AAPL,2021-03-31,119.40293542926133,121.23838880723004,118.91217121252657,119.8936996459961,118323800,125.73074111938476,0.018765603887082927
AAPL,2021-04-01,121.37580918409384,121.88620067249823,120.22741523036558,120.72799682617188,75089100,125.55734451293945,0.006958640717895648
AAPL,2021-04-05,121.5819233271185,123.82962421964439,120.79669762643559,123.57442474365234,88651200,125.34600616455079,0.023577198266437227
AAPL,2021-04-06,124.16333674815388,124.78169691516216,123.329039145168,123.87869262695312,80171300,125.09762969970703,0.0024622237484168696
AAPL,2021-04-07,123.50571973726703,125.55711048830594,122.82846274842291,125.53748321533203,83466700,124.8069645690918,0.013390443127892615
AAPL,2021-04-08,126.56807545358707,127.98147864839606,126.14602545963,127.95203399658203,88844600,124.55988647460937,0.019233703905855437
AAPL,2021-04-09,127.40237122828569,130.58251320756796,127.07846510503792,130.5432586669922,106686700,124.38619415283203,0.020251531683188162
AAPL,2021-04-12,130.07216649198747,130.39607270786226,128.21707814793137,128.81581115722656,91420000,124.27537139892578,-0.013232759220238588
AAPL,2021-04-13,129.99362173632346,132.1726159496914,129.49303267461744,131.9468536376953,91266500,124.32772369384766,0.02430635224310418
AAPL,2021-04-14,132.4474376091524,132.50632691369347,129.22802582747812,129.5911865234375,87222800,124.29023223876953,-0.01785315109313701
AAPL,2021-04-15,131.3481622345635,132.5063587741781,131.17147930152368,132.01559448242188,89347100,124.2845669555664,0.018708123785454278
AAPL,2021-04-16,131.81926762550125,132.18242834228747,130.81810446008518,131.68185424804688,84922400,124.2928091430664,-0.002528036446629356
AAPL,2021-04-19,131.04385434082866,132.96765663943418,130.87699630617917,132.3492889404297,94264200,124.24677551269531,0.005068539596394084
AAPL,2021-04-20,132.52596794408808,133.02654203330388,129.37525520967117,130.6512451171875,94812300,124.17512420654298,-0.012830018482430039
AAPL,2021-04-21,129.91510057329174,131.27942446019318,128.8746828579916,131.03404235839844,68847100,124.10818359375,0.0029299165183431786
AAPL,2021-04-22,130.58255636855296,131.67205369706394,128.98267495919796,129.5028839111328,84566500,124.02828765869141,-0.011685195844585716
AAPL,2021-04-23,129.71882286052553,132.6241391180192,129.71882286052553,131.83892822265625,78657500,124.00728393554688,0.018038550501519923
AAPL,2021-04-26,132.33945979875196,132.56520710962627,131.0929146895248,132.2314910888672,66905100,123.99923492431641,0.0029775944897545426
AAPL,2021-04-27,132.51616620887904,132.90878662115972,131.6327964908878,131.90762329101562,66015800,123.97999755859375,-0.0024492486259108937
AAPL,2021-04-28,131.82907561781815,132.52596736432213,130.62179989208818,131.11256408691406,107760100,123.98765289306641,-0.00602739390086271
AAPL,2021-04-29,133.94919515271118,134.53811824154926,130.0034464021432,131.01441955566406,151101000,124.03947814941407,-0.0007485516886462928
AAPL,2021-04-30,129.34580430533944,131.09292356397802,128.64892756639819,129.03172302246094,109839500,124.0738311767578,-0.015133422259377638
AAPL,2021-05-03,129.6009869606802,131.59350313954616,129.3948744098225,130.0917510986328,75135100,124.12624450683593,0.008215251655496747
AAPL,2021-05-04,128.76671986971198,129.06118140036872,124.35965173347995,125.48841094970703,137564700,124.16256103515624,-0.03538533465842597
AAPL,2021-05-05,126.81346742960302,128.0403779406807,125.60619168024435,125.73379516601562,84000900,124.20653350830078,0.0019554332902258498
AAPL,2021-05-06,125.52766472455559,127.35330812214698,124.78170105419838,127.34349822998047,78128300,124.29271179199219,0.012802469390504223
AAPL,2021-05-07,128.65117156800258,129.05427042895892,127.30418317130149,128.0219268798828,78973300,124.47804779052734,0.005327548397304982
AAPL,2021-05-10,127.23535453197269,127.36315976673093,124.67903980355449,124.71836853027344,88071200,124.59201217651368,-0.025804629176601535
AAPL,2021-05-11,121.42466147327356,124.14811009405446,120.7069253559455,123.7941665649414,126142800,124.55930496215821,-0.007410311538093128
AAPL,2021-05-12,121.32635782447893,122.54551846192625,120.19568120452588,120.70693969726562,112172300,124.51726684570312,-0.024938387270907802
AAPL,2021-05-13,122.48652649236824,124.03014349659564,122.17190415714954,122.8699722290039,105861300,124.57855880737304,0.017919703184946956
AAPL,2021-05-14,124.12844162324787,125.74088176978361,123.73516189212494,125.30827331542969,81918000,124.72650405883789,0.01984456447895422
AAPL,2021-05-17,124.6888700353468,124.79702215520912,123.06659573859929,124.14810943603516,74244600,124.8259228515625,-0.009258477901727513
AAPL,2021-05-18,124.43323968290852,124.85601411456012,122.68315261738856,122.7519760131836,63342900,124.99674942016601,-0.011245708284997269
AAPL,2021-05-19,121.09037741336054,122.8207963216199,120.79541572383204,122.59466552734375,92612000,125.07157745361329,-0.0012815311895504333
AAPL,2021-05-20,123.1256052388481,125.57376051954576,122.9977849924917,125.17064666748047,76857100,125.21971466064453,0.02101217968217517
AAPL,2021-05-21,125.67206442042914,125.84903993288225,123.10592324045273,123.32222747802734,79295400,125.2920150756836,-0.01476719373643176
AAPL,2021-05-24,123.89249264747666,125.79006065449973,123.82366924830745,124.96417236328125,63092900,125.41541076660157,0.013314265553194371
AAPL,2021-05-25,125.6720628824008,126.16366818980946,124.19726946373648,124.76752471923828,72009500,125.47676727294922,-0.0015736321885228
AAPL,2021-05-26,124.82652065345364,125.24929508919779,124.29559409452928,124.71836853027344,56575900,125.50612426757813,-0.00039398224077502597
AAPL,2021-05-27,124.31526184973359,125.49509364314675,122.97811514989861,123.17475128173828,94625600,125.52050964355469,-0.012376823612477494
AAPL,2021-05-28,123.45987336217576,123.68601165467324,122.45701713306951,122.51600646972656,71311100,125.6047573852539,-0.00534805067724442
AAPL,2021-06-01,122.9781183883373,123.24357792343007,121.85727590472285,122.19155883789062,67637100,125.6931167602539,-0.002648206068617709
AAPL,2021-06-02,122.1915437174595,123.13541056048525,121.9654129379901,122.95843505859375,59278900,125.73006973266601,0.006276016346763669
AAPL,2021-06-03,122.58484707761029,122.75198855573531,121.06089065633594,121.46400451660156,76229200,125.75381973266602,-0.012153948944454651
AAPL,2021-06-04,121.98508974789847,124.039972653918,121.76878549450821,123.77450561523438,75169300,125.87187484741212,0.01902210541985716
AAPL,2021-06-07,124.04978415126696,124.19726498805609,122.73230567864118,123.7843246459961,71057600,125.98031112670898,7.932999378912342e-05
AAPL,2021-06-08,124.47256744287704,126.30131944806311,124.08912174054063,124.61021423339844,74403800,126.0930940246582,0.006672004631961714
AAPL,2021-06-09,125.07233269362516,125.60325930826062,124.39392521361513,124.9936752319336,56877900,126.21001266479492,0.0030772838398056557
AAPL,2021-06-10,124.88551073893055,126.03585537406526,123.82366511592663,123.99080657958984,71186400,126.33612350463868,-0.00802335518563535
AAPL,2021-06-11,124.40374840793106,125.29846007886702,123.98097396474365,125.20996856689453,53522400,126.44244888305664,0.009832680510244884
AAPL,2021-06-14,125.67205720528779,128.34634284932687,124.93466052926681,128.287353515625,96906500,126.5936360168457,0.024577795074569808
AAPL,2021-06-15,127.75642557848504,128.40533820858772,127.21566505339945,127.46146392822266,62746300,126.6713768005371,-0.00643780984461384
AAPL,2021-06-16,128.17920248137028,128.69046838171056,126.30131033244292,127.96289825439453,91815000,126.75306091308593,0.0039340072734002085
AAPL,2021-06-17,127.6187681048411,130.32255550112006,127.47127979089392,129.5753173828125,96721700,126.83381759643555,0.012600676840035518
AAPL,2021-06-18,128.5134990869158,129.30004353814738,128.0513959705117,128.2677001953125,108953300,126.84013092041016,-0.010091560753324846
AAPL,2021-06-21,128.110406034333,130.18494961525263,127.0387262940982,130.07679748535156,79663300,126.83080169677734,0.014104075205872979
AAPL,2021-06-22,129.90962818267337,131.82685643622688,129.40818886856272,131.72853088378906,74783600,126.88905609130859,0.01269814010160819
AAPL,2021-06-23,131.52209322936739,132.0628538658281,130.99115914906932,131.45326232910156,60214200,126.87918426513671,-0.0020896654114387347
AAPL,2021-06-24,132.19063810426115,132.37744765830323,130.696176674298,131.16812133789062,68711000,126.91072296142578,-0.0021691435127495495
AAPL,2021-06-25,131.21729341159795,131.6400603250134,130.5782072602642,130.8731689453125,70783700,126.8878744506836,-0.002248659122122576
AAPL,2021-06-28,131.16813298486795,132.9772093488217,131.10914364727432,132.51510620117188,62111300,126.9045394897461,0.012546018936436809
AAPL,2021-06-29,132.53477438110713,134.19637740191195,132.09233934655774,134.0390625,64556100,126.9383349609375,0.011500245840007084
AAPL,2021-06-30,133.88176001822907,135.10092811758605,133.58679830037443,134.6584930419922,63261400,127.01847991943359,0.004621268833420844
AAPL,2021-07-01,134.30454798885287,135.02227669925009,133.47865214144005,134.96328735351562,52485800,127.09706481933594,0.002263461476792239
AAPL,2021-07-02,135.58266720663053,137.64738396708654,135.4351938676155,137.60806274414062,78852600,127.2591683959961,0.019596257934184846
AAPL,2021-07-06,137.71619471297726,140.74442351514816,137.71619471297726,139.6334228515625,108181800,127.41505828857422,0.014718324399259242
AAPL,2021-07-07,141.1279043666639,142.45522456439843,140.2627023511164,142.14060974121094,104911600,127.61324066162109,0.017955492592298006
AAPL,2021-07-08,139.2008535206326,141.63917473504324,138.3061418040465,140.8329620361328,105575500,127.79174743652344,-0.0091996770483741
AAPL,2021-07-09,140.3511966808585,143.20245842333674,140.2528711025481,142.67153930664062,99890800,128.02292694091796,0.013055020954796825
AAPL,2021-07-12,143.75303313697634,143.86118525146125,141.58016429227942,142.07176208496094,76299700,128.2440737915039,-0.004203902366193724
AAPL,2021-07-13,141.6096661217469,144.9820349513387,141.21639386866104,143.19261169433594,100827100,128.5272915649414,0.007889320107853148
AAPL,2021-07-14,145.61127235875068,147.05657107106734,145.1983170103396,146.64361572265625,127050800,128.85832885742187,0.024100433587222803
AAPL,2021-07-15,146.73213213472107,147.47935546823817,144.61825237158413,145.98489379882812,106820300,129.2682585144043,-0.004491991830547493
AAPL,2021-07-16,145.96523009347203,147.24337241287196,143.42858356322301,143.9300079345703,93251400,129.6321827697754,-0.014076017119206252
AAPL,2021-07-19,141.33435529017248,141.64898505613135,139.2893068185586,140.0561981201172,121434600,129.88643676757812,-0.026914539018257688
AAPL,2021-07-20,141.04924720297706,144.62807858246546,140.55764940358372,143.69403076171875,96350000,130.19987884521484,0.02597409247451954
AAPL,2021-07-21,143.08445475049666,143.67437811261186,142.19958470969817,142.95663452148438,74993500,130.56464416503906,-0.0051317110135017385
AAPL,2021-07-22,143.4875809917174,145.70959784395538,143.35976075162,144.3331298828125,77338200,130.97542343139648,0.009628761658636131
AAPL,2021-07-23,145.07051543121153,146.22085249601614,144.45109739540348,146.06353759765625,71447400,131.4825553894043,0.011988984900755062
AAPL,2021-07-26,145.778441228181,147.31222423120616,145.21801243733427,146.48634338378906,72434100,131.9548828125,0.0028946703132541884
AAPL,2021-07-27,146.61416650417038,146.70266553619174,143.10416497360336,144.3036651611328,104818600,132.33479064941406,-0.014900216445008163
AAPL,2021-07-28,142.37655971161834,144.50026591671784,140.14470138489685,142.543701171875,118931200,132.70270248413087,-0.012196252862271995
AAPL,2021-07-29,142.2585788414759,144.0873233228373,142.15042672152106,143.19261169433594,56699500,133.1115151977539,0.004552361957253392
AAPL,2021-07-30,141.9537949046414,143.87102345079725,141.68832787444282,143.40892028808594,70440600,133.52780029296875,0.001510612811586487
AAPL,2021-08-02,143.90054215077686,144.48062408938972,142.8091941803534,143.0746612548828,62880000,133.8858805847168,-0.002330810611582912
AAPL,2021-08-03,143.35975649812096,145.55227861488035,142.74033843279705,144.8837127685547,64786600,134.31711029052735,0.01264410831243623
AAPL,2021-08-04,144.79522061432493,145.30647152603365,143.82185156677008,144.4805908203125,56368300,134.70743865966796,-0.002782382785055715
AAPL,2021-08-05,144.5101181684745,145.35566717813188,143.7137319505463,144.58877563476562,46397700,135.10386367797852,0.0007487844134557164
AAPL,2021-08-06,144.10626212392341,144.8546048847524,143.3972994979376,143.89947509765625,54126800,135.48748580932616,-0.00476731706236011
AAPL,2021-08-09,143.95854913446692,144.4508834441093,143.28898168528164,143.85023498535156,48908700,135.90099548339845,-0.0003421840994991543
AAPL,2021-08-10,144.1948700811462,145.4454033918328,143.07234849454136,143.3677520751953,69023100,136.3180303955078,-0.003354064108448518
AAPL,2021-08-11,143.81086875660495,144.47059499233268,143.2988368181102,143.623779296875,48493500,136.7466748046875,0.0017858076029915182
AAPL,2021-08-12,143.94871270681023,146.76486565383416,143.60407266850945,146.60731506347656,72282600,137.21965240478517,0.020773271537678273
AAPL,2021-08-13,146.68612093097752,147.14891649607674,145.99685573557053,146.8141326904297,59375000,137.72665496826173,0.0014106910481483936
AAPL,2021-08-16,146.2626690226609,148.87204985949822,144.22441280864408,148.80311584472656,103296000,138.22722717285157,0.013547627315217747
AAPL,2021-08-17,147.9267855354857,149.35455225112045,146.80426373545217,147.8874053955078,92229700,138.70928878784179,-0.006153839212441503
AAPL,2021-08-18,147.50339791871482,148.4092914650023,143.9093475724593,144.1161346435547,86326000,139.09940719604492,-0.025500959610910034
AAPL,2021-08-19,142.80654752404814,145.73101573090693,142.284674142676,144.45094299316406,86960300,139.48855255126952,0.002323184357098329
AAPL,2021-08-20,145.17957394287063,146.22332049325664,144.52968891249122,145.91807556152344,60549600,139.9270979309082,0.01015661468148954
AAPL,2021-08-23,146.03618891438398,147.88737057944945,145.62262993013843,147.41473388671875,60131800,140.37119323730468,0.01025683980162051
AAPL,2021-08-24,147.1587647055048,148.54715146618244,146.86336102931838,147.32615661621094,48606400,140.7519692993164,-0.0006008712166850616
AAPL,2021-08-25,147.51321583157244,148.01540648546003,145.5340371496477,146.08544921875,58991300,141.12444900512696,-0.008421501150627453
AAPL,2021-08-26,146.07564009932364,146.83382434882802,145.24850678872426,145.27804565429688,48597200,141.470751953125,-0.005526926663613874
AAPL,2021-08-27,145.21893816390386,146.4694716413466,144.57890950784895,146.32177734375,55802400,141.80568115234374,0.007184373142909539
AAPL,2021-08-30,146.71564570031387,151.13681385553213,146.33162548370314,150.77247619628906,90956700,142.25577667236328,0.030417200592657956
AAPL,2021-08-31,150.31953516727654,150.45738819145328,148.97052876120466,149.50225830078125,86453100,142.64428588867187,-0.0084247332640085
AAPL,2021-09-01,150.48693044305313,152.60396229594085,150.0044373351357,150.1718292236328,80313700,143.01315185546875,0.004478667616541809
AAPL,2021-09-02,151.5109703602912,152.34794477793344,150.06350614733716,151.29434204101562,71115500,143.40997344970702,0.00747485612438803
AAPL,2021-09-03,151.40267288723035,152.25934498054667,150.7429465784904,151.9344024658203,57808700,143.82529907226564,0.0042305641848203734
AAPL,2021-09-07,152.59414895933895,154.84903425241177,152.02303916320105,154.28778076171875,82278300,144.29359130859376,0.015489436610170326
AAPL,2021-09-08,154.5732897898968,154.63236750848262,151.61928366178768,152.73196411132812,74420200,144.69792846679687,-0.010083861746598144
AAPL,2021-09-09,153.10617483210686,153.71666475077456,151.58977629077353,151.70794677734375,57305700,145.05130615234376,-0.0067046694511042615
AAPL,2021-09-10,152.623663076271,153.09629989045146,146.42024666884544,146.6861114501953,140893200,145.29185852050782,-0.03310199257075708
AAPL,2021-09-13,148.32063074275047,149.098512298108,146.46944903273769,147.25718688964844,102404300,145.53773651123046,0.0038931800277970385
AAPL,2021-09-14,148.0449430834013,148.7539057399481,144.65768039653375,145.84912109375,109296300,145.70255767822266,-0.00956194957705947
AAPL,2021-09-15,146.2823675113393,147.148880703281,144.12594083357118,146.7451629638672,83281300,145.84479248046875,0.006143622007438898
AAPL,2021-09-16,146.16424028849855,146.68611355483952,144.96294314054475,146.5088653564453,68034100,145.93215759277345,-0.0016102582371322338
AAPL,2021-09-17,146.53838893405907,146.53838893405907,143.52529038340558,143.82069396972656,129868800,145.99191223144533,-0.018348182413252756
AAPL,2021-09-20,141.59536612229812,142.61941498870675,139.10415544190218,140.74855041503906,123478900,145.9534524536133,-0.02136092845814086
AAPL,2021-09-21,141.7233677062074,142.38310899863416,140.5910046398208,141.2310333251953,75834000,145.93663787841797,0.0034279778280734696
AAPL,2021-09-22,142.23539216887932,144.1850320079174,141.4968906363048,143.6139373779297,76404300,145.94506439208985,0.01687238276624048
AAPL,2021-09-23,144.40165502400936,144.82507036672828,143.40714507227207,144.5789031982422,64838200,145.90377014160157,0.006719165548487949
AAPL,2021-09-24,143.42683394145917,145.20908172907474,143.328361070105,144.66751098632812,53477900,145.87742248535156,0.0006128680334809289
AAPL,2021-09-27,143.23975400581827,143.72224706770965,141.61505669461835,143.1412811279297,74150700,145.86164794921876,-0.010549914407130934
AAPL,2021-09-28,141.05381239076866,142.53081566187618,139.5177313927935,139.73435974121094,108972300,145.8552111816406,-0.02380111006323804
AAPL,2021-09-29,140.28576216878204,142.23540214455812,139.85250550197554,140.64024353027344,74602000,145.79413543701173,0.006482899343727588
AAPL,2021-09-30,141.45750004522068,142.1664626660885,139.11398388041584,139.3306121826172,89056700,145.72161499023437,-0.009311924629697765
AAPL,2021-10-01,139.72448066255205,140.7288469301585,136.97726163700867,140.46298217773438,94639600,145.6442120361328,0.008127216104046209
AAPL,2021-10-04,139.58664821050775,140.0297612047755,136.15016360285406,137.00682067871094,98322000,145.4630776977539,-0.024605497088550976
AAPL,2021-10-05,137.35145091184316,140.05929000520442,137.2234391649313,138.9466094970703,80861100,145.31228302001952,0.01415833758312135
AAPL,2021-10-06,137.33175670417864,139.9706618371682,136.248615030278,139.82296752929688,83221100,145.2226690673828,0.006307156651023105
AAPL,2021-10-07,140.8667158082713,142.00893521967586,140.53193202298655,141.0931854248047,61732700,145.1936587524414,0.009084472443639635
AAPL,2021-10-08,141.82183266855282,141.96952696466334,140.37436846726104,140.7091522216797,58773200,145.14398956298828,-0.002721840902299766
AAPL,2021-10-11,140.08884511060103,142.5898974431896,139.6358908169794,140.6205596923828,64452200,145.08822235107422,-0.0006296145481518023
AAPL,2021-10-12,141.03406992330676,141.05376750094538,138.8776434297876,139.34043884277344,73035900,145.01353790283204,-0.00910336904084097
AAPL,2021-10-13,139.07462206152556,139.23215764535897,137.0658893629062,138.7496795654297,78762700,144.89085723876954,-0.0042396829107904654
AAPL,2021-10-14,139.93125678276212,141.67412442960298,139.34044960675993,141.5559539794922,69907100,144.83236450195312,0.020225447891857318
AAPL,2021-10-15,141.5658275547607,142.67849300304164,141.30980406899056,142.61941528320312,67940300,144.79297729492188,0.007512656824487873
AAPL,2021-10-18,141.250728281981,144.5887547222052,140.96518095723673,144.30320739746094,85589200,144.80105194091797,0.011806191400478339
AAPL,2021-10-19,144.75616903114357,146.8830574530437,144.3032297527799,146.47933959960938,76378900,144.85363403320312,0.015080276047881647
AAPL,2021-10-20,146.42023708532687,147.45414225636873,145.84912741918134,146.97164916992188,58418800,144.92571197509767,0.0033609488659505082
AAPL,2021-10-21,146.52853675883813,147.3458135265749,145.60294584056157,147.18826293945312,61421000,144.99700164794922,0.0014738473083391046
AAPL,2021-10-22,147.39506915104363,147.87754722774292,146.3611639476335,146.410400390625,58883400,144.9930633544922,-0.00528481370249001
AAPL,2021-10-25,146.40054041681452,147.07996424844652,145.35679396091422,146.3611602783203,50720600,144.98400390625,-0.0003363156727480554
